Series Name,"Series Code","Country Name","Country Code","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bulgaria","BGR","","29.6000003814697","","","25.6399993896484","32.5699996948242","28.6000003814697","25.6900005340576","25.6299991607666","24.5300006866455","26.3600006103516","25.9599990844727","26.0799999237061","24.8099994659424","26.5900001525879","24.8099994659424","25.3099994659424","24.7000007629395","22.6499996185303","21.1700000762939",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bahrain","BHR","","","","","","25.9099998474121","","","29.8899993896484","","","","","","26.0499992370605","23.4099998474121","","","","27.8299999237061",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bahamas, The","BHS","","","52.560001373291","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bosnia and Herzegovina","BIH","","","","","","","","","","","26.5599994659424","25.8500003814697","25.5900001525879","","","","","","23.3299999237061","18.2999992370605",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Belarus","BLR","","","","40.9199981689453","","","","","","","","","","42.7000007629395","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Belize","BLZ","29.1800003051758","","","","","","","","","37.4900016784668","","","","","46.0999984741211","","42.0800018310547","","","37.0999984741211",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bermuda","BMU","","","","","50.5400009155273","","","","","","","","","","47.1399993896484","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bolivia","BOL","42.5","46.060001373291","","","43.939998626709","","","","","","","","","45.9300003051758","","45.3899993896484","","40.4900016784668","43.5699996948242","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Brazil","BRA","49.9900016784668","50.439998626709","50.7099990844727","51.7900009155273","50.2400016784668","51.1800003051758","52.8800010681152","52.8300018310547","54.3800010681152","","54.8400001525879","54.75","","53.9900016784668","","50.75","50.6500015258789","48.939998626709","50.9799995422363","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Barbados","BRB","60.6500015258789","58.0800018310547","","","","","","54.0200004577637","51.6699981689453","","","","","","","49.4500007629395","42.4700012207031","41.8199996948242","46.0999984741211","39.2200012207031",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Brunei Darussalam","BRN","","","","","","44.8899993896484","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Bhutan","BTN","","","","","","","","","","40.9099998474121","42.7000007629395","","","52.6699981689453","40.2900009155273","40.2700004577637","35.9500007629395","","28.3999996185303","31.0400009155273",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Botswana","BWA","31.9400005340576","","37.3699989318848","","36.3400001525879","34.2900009155273","","","","","3.85999989509583","","","","34.689998626709","","","42.7400016784668","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Central African Republic","CAF","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Canada","CAN","60.3699989318848","59.2099990844727","60.1199989318848","61.560001373291","62.8800010681152","63.2400016784668","65.2600021362305","66.4800033569336","66.0699996948242","65.6999969482422","66.2300033569336","66.4899978637695","66.8000030517578","65.2600021362305","64.8199996948242","64.4499969482422","63.689998626709","63.8300018310547","64.629997253418","64.4199981689453","64.0299987792969"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Central Europe and the Baltics","CEB","37.6881526181778","35.5489738000279","36.1340677552661","35.261048582928","35.1789086812956","35.5667815783448","33.0330191561897","30.7126665881077","30.4052395147466","29.128356897084","28.6650803997855","27.5878183167662","27.4971290094539","27.4087095658357","27.5591479458665","26.2877635284386","26.7805821835266","26.4785676456789","26.9189919221039","26.8099847261328",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Switzerland","CHE","65.7799987792969","65.0699996948242","63.9599990844727","69.4199981689453","66.120002746582","66.9100036621094","68.0999984741211","68.2600021362305","65.9499969482422","64.6999969482422","67.0299987792969","64.4700012207031","66.129997253418","68.5100021362305","66.5400009155273","66.9700012207031","65.3499984741211","66.5199966430664","66.5899963378906","67.5800018310547","68.6100006103516"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Channel Islands","CHI","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Chile","CHL","26.7800006866455","26.4300003051758","25.1100006103516","25.0900001525879","23.7299995422363","22.7700004577637","22.3500003814697","23.2800006866455","24","24.0499992370605","23.1100006103516","26.1200008392334","25.6900005340576","26.6700000762939","30.5400009155273","32.7099990844727","31.4400005340576","31.3299999237061","30.4799995422363","28.9599990844727",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","China","CHN","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cote d'Ivoire","CIV","","","40.7900009155273","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cameroon","CMR","","","","","","","","","","","","","","","53.2700004577637","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Congo, Dem. Rep.","COD","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Congo, Rep.","COG","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Colombia","COL","","","","","","","","","","","","","","42.7799987792969","44.1199989318848","34.7999992370605","36.1800003051758","35.4700012207031","46.0900001525879","46.0099983215332",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Comoros","COM","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cabo Verde","CPV","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Costa Rica","CRI","31.2000007629395","33.6100006103516","37.5400009155273","36.7700004577637","34.4099998474121","36.9799995422363","35.6699981689453","35.7099990844727","32.5200004577637","36.7799987792969","37.2799987792969","38.9799995422363","37.6699981689453","36.7400016784668","33.7599983215332","36.4599990844727","35.4000015258789","34.2200012207031","37.8800010681152","37.5200004577637","31.3500003814697"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Caribbean small states","CSS","","","","","","","","","","","","","","","","","","34.0773807974221","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cuba","CUB","","","","","","","","","","","","","31.8099994659424","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Curacao","CUW","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cayman Islands","CYM","","","","","","","","","","","51.7700004577637","58.9199981689453","58.1100006103516","","51.0299987792969","53.9199981689453","64.0199966430664","55.1399993896484","49.9799995422363","58.9799995422363",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Cyprus","CYP","","","","","39.5900001525879","42","38.7000007629395","40.0400009155273","38.2900009155273","38.9700012207031","38.3499984741211","39.7099990844727","40.5400009155273","38.7700004577637","40.2099990844727","36.5800018310547","35.5299987792969","36.310001373291","39.5400009155273","38.8899993896484",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Czech Republic","CZE","40.7299995422363","38.6500015258789","40.25","40.8800010681152","40.1800003051758","37.5499992370605","34.2900009155273","32.8499984741211","31.2600002288818","28.8899993896484","29.1599998474121","26.8700008392334","26.1200008392334","26.1000003814697","25.2600002288818","24.1200008392334","25.9300003051758","26.0599994659424","26.0599994659424","27.3600006103516",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Germany","DEU","47.1100006103516","46.0999984741211","46.4199981689453","47.5800018310547","47.0999984741211","47.2900009155273","47.2400016784668","46.7200012207031","44.3699989318848","46.7099990844727","47.6300010681152","48.9599990844727","49.4700012207031","49.1800003051758","48.7799987792969","49.9500007629395","48.0200004577637","48.6699981689453","47.6800003051758","47.060001373291",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Djibouti","DJI","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Dominica","DMA","","52.0900001525879","","47.5299987792969","","35.4300003051758","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Denmark","DNK","70.7699966430664","70.4100036621094","71.5800018310547","70.1100006103516","68.7600021362305","65.0199966430664","67.0400009155273","63.6100006103516","63.9099998474121","66.2200012207031","69.3099975585938","69.1399993896484","71.4700012207031","70.0500030517578","67.4199981689453","67.0800018310547","64.0199966430664","62.4199981689453","61.9900016784668","62.5","67.3399963378906"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Dominican Republic","DOM","40.4500007629395","","36.3499984741211","","","","42.2599983215332","","","","","41.5400009155273","","34.7799987792969","38.2400016784668","38.2799987792969","40.9500007629395","38.6500015258789","39.5099983215332","40.3300018310547",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Algeria","DZA","15.289999961853","","","","","","","","","","","","","8.35999965667725","8.93000030517578","","","","8.5600004196167","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","East Asia & Pacific (excluding high income)","EAP","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Early-demographic dividend","EAR","","","","","","","","","","29.8978704419175","","","","","24.9497879345863","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","East Asia & Pacific","EAS","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Europe & Central Asia (excluding high income)","ECA","","","","37.1895014149011","35.6851094303861","34.2295164653416","34.5854594789783","36.9288183026828","33.4687962316184","31.7093637802671","30.8763814884952","31.4938177123727","33.7202793266124","33.3722165805821","32.5318501627991","","","","30.3546386702708","30.664877732096",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Europe & Central Asia","ECS","41.0269002197384","39.5852750462196","41.3064402849016","40.0232740304541","39.6811719556323","38.7687928428858","38.6516382702456","39.5707668033889","37.6955404768716","37.3519864874822","37.3165326775413","37.5965640869809","38.5207089511818","38.2669921154408","37.5495630600713","37.1215943189712","36.8976499989038","37.0517176733765","36.1245632743344","36.2584466294107",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Ecuador","ECU","38.5","37.9700012207031","42.2700004577637","","","50.310001373291","40.1399993896484","43.9700012207031","","39.9000015258789","40.4700012207031","","","39.0999984741211","33.6800003051758","29.9899997711182","30.8999996185303","29.3500003814697","30.3700008392334","32.2900009155273",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Egypt, Arab Rep.","EGY","","","17.1599998474121","20.3199996948242","","16.3700008392334","19.5699996948242","","","20.9799995422363","19.4799995422363","18.3299999237061","","19.6900005340576","18.9099998474121","16.8999996185303","16.6200008392334","17.9599990844727","","20.4200000762939",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Euro area","EMU","39.5287768696473","39.0215018219631","39.4646663904491","40.4364868683457","40.6102526378224","39.9564032304805","39.9842271862112","39.9149257136417","39.5916378152763","40.135061340725","40.1262488625993","40.5559209586816","40.6530502628276","40.1990096696463","39.1728169438877","39.0323826579158","38.5473686866999","38.2662704531739","37.5411468809909","37.1684294931176",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Eritrea","ERI","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Spain","ESP","37.1500015258789","37.0499992370605","37.0699996948242","37.6500015258789","39.4500007629395","37.189998626709","38.4799995422363","39.1800003051758","39.7900009155273","43.0499992370605","43.9599990844727","43.3899993896484","43.7400016784668","41.7299995422363","40.2400016784668","39.2099990844727","37.6500015258789","35.8899993896484","34","33.189998626709","31.2900009155273"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Estonia","EST","38.810001373291","37.2299995422363","35.0900001525879","31.0499992370605","31.4799995422363","33.2900009155273","26.1200008392334","30.0599994659424","32.4700012207031","31.0799999237061","30.3799991607666","32.0999984741211","37.0699996948242","34.0900001525879","34.2599983215332","36.4900016784668","37.2200012207031","38.189998626709","36.9700012207031","37.689998626709",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Ethiopia","ETH","","","","73.6800003051758","","","","","48.560001373291","76.1399993896484","51.060001373291","","","51.0999984741211","50.2000007629395","50.1199989318848","53.5400009155273","74.879997253418","55.1599998474121","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","European Union","EUU","41.8021509418885","40.7850982172692","41.2506529151612","41.6859689691016","41.7944669176125","41.5018333506402","41.0614980899196","40.378881045827","40.3086994070692","40.5183919408404","40.6251518880907","40.6470342618682","40.7925639782078","40.4423146374927","39.7580084404636","39.5371345264764","39.4698783843085","39.3313296054579","38.9911338608075","38.907861214344",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Fragile and conflict affected situations","FCS","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Finland","FIN","45.6199989318848","44.7400016784668","47.4300003051758","60.9500007629395","61.8400001525879","61.3800010681152","61.0900001525879","60.8800010681152","59.2799987792969","50.4300003051758","51.0299987792969","53.5800018310547","53.5099983215332","51.1699981689453","49.3300018310547","50.5099983215332","52.0299987792969","52.9000015258789","52.6100006103516","53.2999992370605",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Fiji","FJI","30.9099998474121","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","France","FRA","32.6599998474121","31.5100002288818","31.6900005340576","32.2099990844727","32.3899993896484","32.25","32.7000007629395","33.5999984741211","33.2700004577637","34.2000007629395","34.1300010681152","34.9000015258789","34.7400016784668","36.1500015258789","35.1599998474121","34.5200004577637","33.9799995422363","33.9199981689453","33.5","33.8600006103516","34.0200004577637"
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Gabon","GAB","","","","","","","","","","","","","","","15.9300003051758","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","United Kingdom","GBR","60.2200012207031","60.1399993896484","59.7400016784668","59.1599998474121","59.7900009155273","58.1300010681152","59.189998626709","58.2599983215332","59.1100006103516","59.2200012207031","59.7099990844727","58.6100006103516","58.1699981689453","57.1199989318848","55.9300003051758","55.6599998474121","56.2900009155273","56.3800010681152","56.0800018310547","57.0800018310547",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Georgia","GEO","","","","31.8899993896484","29.1800003051758","27.8799991607666","26.5","30.8400001525879","24.9799995422363","25.6399993896484","23","22.7000007629395","24.6499996185303","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Ghana","GHA","","","65.8099975585938","","54.6500015258789","","","","","","29.2700004577637","","","","45.9099998474121","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Gibraltar","GIB","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Guinea","GIN","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Gambia, The","GMB","","","","","","","","","","","","","","","","","58.0999984741211","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Guinea-Bissau","GNB","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Equatorial Guinea","GNQ","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Greece","GRC","34.1300010681152","32.5800018310547","36.560001373291","37.560001373291","35.6399993896484","33.8800010681152","33.1199989318848","31.4400005340576","34.2299995422363","30.4400005340576","28.6000003814697","27.5200004577637","26.1000003814697","27.4200000762939","27.0599994659424","26.5799999237061","27.0400009155273","25.25","26.0900001525879","24.2999992370605",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Grenada","GRD","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Greenland","GRL","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Guatemala","GTM","","","","27.4799995422363","","","","","34.8600006103516","","41.4199981689453","","","","27.7000007629395","35.5400009155273","40.0499992370605","33.3400001525879","32.3699989318848","31.1100006103516",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Guam","GUM","","","","","","","38.5","","41.4000015258789","50.4000015258789","49","44.4000015258789","","39.2999992370605","","44.7000007629395","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Guyana","GUY","","","","","","","31.6000003814697","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","High income","HIC","48.9618028529598","48.664140001691","48.8841822744482","49.177184950435","49.4734826272281","49.2834934380937","48.8172564003879","48.0222407720237","47.9492700041256","48.0917842065139","47.910902209359","47.6198161475222","47.3657276198206","45.5216302479187","46.0519390413427","44.4343929417387","44.5143549795693","44.6859994590367","45.0083183063731","44.7717619126697",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Hong Kong SAR, China","HKG","49.6100006103516","48.7200012207031","49.1199989318848","","44.7299995422363","45.4500007629395","45.3800010681152","44.4000015258789","44.6599998474121","44.7900009155273","44.0800018310547","44.4700012207031","42.5299987792969","40.2799987792969","36.7299995422363","37.1599998474121","37.4700012207031","39.9700012207031","39.3600006103516","41.4900016784668",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Honduras","HND","","","","38.689998626709","","35.3300018310547","","","","28.3799991607666","31.0799999237061","","","29.5100002288818","30.8299999237061","","","","","41",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Heavily indebted poor countries (HIPC)","HPC","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, female (%) (national estimate)","SL.TLF.ACTI.1524.FE.NE.ZS","Croatia","HRV","","","39.7599983215332","","","39.3400001525879","35.5900001525879","33.6199989318848","34.6599998474121","32.9000015258789","31.6200008392334","31.4699993133545","29.8700008392334","29.9500007629395","30.75","26.9099998474121","25.3299999237061","24.8199996948242","28.5400009155273","28.1599998474121",""
