,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
CZECH REPUBLIC,CZE,1.00,0.22,6.00,76.92,66.51,90.43,0.91,0.23,6.00,74.52,64.59,88.52,0.68,0.22,7.00,68.75,58.85,80.38,0.98,0.17,9.00,75.48,69.38,89.00,0.97,0.17,9.00,77.40,67.94,89.95,0.95,0.17,9.00,79.81,68.90,89.00,0.88,0.17,10.00,73.56,66.99,85.65,0.93,0.14,12.00,76.44,69.86,86.12,0.96,0.14,12.00,76.92,69.86,88.52,1.00,0.14,12.00,77.88,69.86,89.47,1.02,0.14,12.00,80.09,70.28,91.51,1.00,0.13,13.00,76.78,70.75,89.62,1.01,0.13,14.00,77.00,70.56,89.72,0.95,0.12,14.00,76.53,71.03,87.85,0.97,0.12,13.00,77.00,71.03,87.38,1.02,0.13,11.00,77.83,71.08,89.71,1.02,0.13,11.00,78.33,72.06,91.18
DENMARK,DNK,1.58,0.22,6.00,98.08,86.60,100.00,1.50,0.23,6.00,96.63,85.17,100.00,1.58,0.22,7.00,97.60,87.56,100.00,1.55,0.20,8.00,99.52,88.52,100.00,1.60,0.19,8.00,99.52,90.43,100.00,1.83,0.19,8.00,100.00,94.26,100.00,1.77,0.19,8.00,100.00,92.82,100.00,1.63,0.17,9.00,100.00,92.34,100.00,1.52,0.17,9.00,97.60,90.91,100.00,1.60,0.17,9.00,100.00,91.39,100.00,1.57,0.15,10.00,98.58,91.98,100.00,1.58,0.15,10.00,99.05,92.45,100.00,1.60,0.15,10.00,98.12,92.99,100.00,1.70,0.14,11.00,99.06,95.33,100.00,1.69,0.13,11.00,99.53,96.26,100.00,1.55,0.15,9.00,97.04,92.16,100.00,1.57,0.15,9.00,97.54,92.16,100.00
DJIBOUTI,DJI,-0.86,0.30,3.00,21.63,10.05,37.80,-0.99,0.30,3.00,19.23,8.61,34.93,-0.82,0.27,4.00,24.04,11.96,37.80,-0.80,0.23,5.00,24.04,15.79,38.76,-0.63,0.22,5.00,29.33,21.53,39.71,-0.73,0.23,6.00,26.44,18.66,36.84,-1.06,0.21,7.00,17.31,9.57,27.27,-1.10,0.16,8.00,17.79,9.57,25.36,-1.18,0.16,8.00,13.46,9.09,22.01,-1.18,0.16,9.00,14.90,9.57,22.01,-1.18,0.16,9.00,13.74,8.96,21.70,-1.25,0.16,9.00,13.27,7.55,19.81,-1.40,0.16,9.00,9.86,4.67,14.02,-1.42,0.15,9.00,7.98,4.21,14.95,-1.47,0.14,10.00,7.98,4.21,14.02,-1.42,0.16,7.00,7.88,4.41,15.20,-1.40,0.16,6.00,9.36,4.90,17.16
DOMINICA,DMA,1.01,0.30,3.00,77.40,64.11,93.78,1.07,0.30,3.00,80.77,66.03,98.09,1.07,0.30,3.00,81.73,65.55,96.65,1.11,0.27,3.00,84.13,68.42,99.04,1.08,0.27,3.00,84.62,66.99,97.13,1.00,0.27,4.00,81.73,65.07,91.39,0.98,0.27,4.00,78.37,64.11,91.87,1.03,0.24,4.00,79.33,67.94,94.74,1.03,0.23,4.00,80.29,67.46,94.74,1.06,0.23,3.00,82.69,68.90,95.22,1.04,0.23,3.00,81.04,67.92,94.34,1.01,0.24,3.00,77.25,67.92,94.34,1.01,0.23,3.00,77.46,67.29,93.93,0.98,0.25,3.00,77.46,65.89,92.99,1.00,0.24,3.00,79.34,65.89,92.99,1.11,0.25,1.00,82.76,70.10,96.08,1.11,0.24,1.00,82.76,70.59,96.08
DOMINICAN REPUBLIC,DOM,-0.04,0.22,5.00,50.96,35.89,60.29,-0.05,0.23,5.00,47.60,36.36,58.37,0.12,0.23,5.00,51.92,43.54,63.16,0.20,0.18,7.00,53.37,45.93,62.20,0.02,0.17,8.00,46.63,39.71,55.50,0.04,0.17,11.00,50.96,41.63,57.42,-0.09,0.17,11.00,47.12,36.84,56.46,0.17,0.14,13.00,53.85,45.93,58.85,0.16,0.14,14.00,54.33,46.89,57.89,0.11,0.14,14.00,52.40,45.45,57.89,0.06,0.14,14.00,51.18,42.92,56.60,0.04,0.13,14.00,49.76,42.45,55.66,0.06,0.13,15.00,52.11,43.93,56.07,0.09,0.12,15.00,54.93,45.79,57.94,0.09,0.12,15.00,53.99,45.33,57.01,0.17,0.13,12.00,54.68,48.04,59.80,0.13,0.13,13.00,51.23,45.59,59.31
ECUADOR,ECU,-0.12,0.21,6.00,48.56,34.93,56.94,-0.03,0.22,6.00,49.52,36.84,58.37,-0.42,0.21,7.00,35.58,26.32,48.80,-0.14,0.17,9.00,44.71,38.76,52.15,-0.18,0.17,9.00,41.35,35.41,49.28,-0.29,0.15,12.00,39.42,32.06,47.37,-0.43,0.15,13.00,34.13,28.23,43.54,-0.33,0.12,14.00,36.06,31.58,44.02,-0.23,0.12,15.00,40.87,34.93,46.89,-0.28,0.12,15.00,39.90,33.01,45.45,-0.28,0.11,16.00,39.34,33.02,45.28,-0.26,0.11,16.00,38.39,34.91,47.64,-0.32,0.12,15.00,36.62,30.84,44.39,-0.32,0.11,16.00,38.50,31.78,44.86,-0.28,0.11,16.00,39.91,32.24,45.79,-0.25,0.13,12.00,39.41,33.82,49.02,-0.26,0.13,13.00,38.42,31.86,47.06
"EGYPT, ARAB REP.",EGY,-0.76,0.22,5.00,24.04,14.83,36.84,-0.82,0.23,5.00,24.52,12.92,36.36,-0.79,0.21,7.00,24.52,16.27,33.97,-1.08,0.16,9.00,18.75,11.00,23.92,-1.08,0.16,9.00,19.23,10.05,25.84,-0.95,0.14,12.00,21.15,16.27,26.79,-0.95,0.14,13.00,22.12,13.40,27.27,-1.16,0.11,15.00,16.35,10.05,21.53,-1.12,0.11,15.00,15.87,10.05,21.05,-1.17,0.11,15.00,15.38,10.05,19.62,-1.12,0.11,16.00,14.69,10.38,21.23,-1.15,0.11,16.00,13.74,11.32,20.28,-1.13,0.11,17.00,14.55,11.68,21.50,-0.77,0.11,18.00,26.29,20.56,29.91,-1.04,0.10,18.00,17.84,14.49,23.83,-1.14,0.12,14.00,16.26,10.29,22.06,-1.10,0.12,14.00,18.23,13.73,24.02
EL SALVADOR,SLV,-0.17,0.21,6.00,46.15,33.49,54.55,-0.01,0.22,6.00,50.96,37.32,59.33,-0.10,0.21,7.00,48.56,33.97,55.98,0.11,0.17,9.00,50.96,44.02,59.33,0.16,0.17,9.00,51.44,44.50,61.24,0.10,0.17,11.00,51.44,43.06,59.81,-0.01,0.16,12.00,50.00,39.71,58.85,0.08,0.14,13.00,50.48,42.58,56.46,0.07,0.14,13.00,49.04,44.02,56.94,0.09,0.14,13.00,50.48,44.50,57.89,0.04,0.12,14.00,50.71,43.87,55.66,0.05,0.12,14.00,50.71,42.92,55.66,0.02,0.12,15.00,51.17,43.46,55.14,-0.07,0.11,16.00,46.48,41.12,55.61,-0.04,0.11,16.00,46.95,42.06,56.07,0.13,0.13,13.00,51.72,47.06,59.80,0.13,0.13,13.00,50.74,45.59,59.31
EQUATORIAL GUINEA,GNQ,-1.54,0.26,4.00,6.73,0.48,15.31,-1.57,0.26,4.00,6.73,1.44,13.40,-1.62,0.24,5.00,4.81,0.96,12.44,-1.64,0.21,6.00,5.29,1.44,12.44,-1.70,0.20,6.00,4.33,0.96,10.05,-1.64,0.19,7.00,5.29,1.44,9.57,-1.68,0.18,8.00,4.81,1.91,9.57,-1.82,0.16,8.00,3.37,0.96,7.18,-1.89,0.16,8.00,2.88,0.96,6.22,-1.90,0.16,8.00,2.88,0.96,6.22,-1.81,0.16,8.00,3.32,2.36,7.08,-1.87,0.15,9.00,3.32,0.94,6.13,-1.90,0.15,9.00,2.35,0.93,4.67,-1.90,0.15,9.00,2.35,1.87,4.21,-1.97,0.14,10.00,1.88,0.93,4.21,-1.98,0.16,6.00,1.97,0.00,4.41,-2.00,0.16,6.00,1.97,0.00,4.41
ERITREA,ERI,-1.26,0.30,3.00,12.98,3.83,23.92,-1.07,0.30,3.00,16.35,7.18,32.54,-1.37,0.27,4.00,10.10,2.87,21.05,-1.76,0.19,6.00,2.88,0.48,10.05,-1.90,0.18,6.00,1.44,0.48,6.70,-1.85,0.18,8.00,1.44,0.48,6.22,-2.14,0.17,9.00,0.96,0.00,3.35,-2.03,0.13,10.00,1.92,0.48,3.35,-2.07,0.13,10.00,1.92,0.00,3.83,-2.11,0.12,10.00,0.96,0.00,2.87,-2.16,0.13,10.00,0.47,0.00,2.83,-2.16,0.12,10.00,0.47,0.00,2.83,-2.18,0.12,10.00,0.47,0.00,2.34,-2.15,0.13,10.00,1.41,0.00,2.34,-2.15,0.12,11.00,1.41,0.00,2.34,-2.05,0.14,6.00,1.48,0.00,2.94,-2.04,0.14,7.00,0.99,0.00,3.92
ESTONIA,EST,0.87,0.26,4.00,74.04,62.20,88.52,1.00,0.23,5.00,77.40,66.03,91.87,0.95,0.22,6.00,76.92,65.55,89.47,1.06,0.17,8.00,80.77,70.33,91.87,1.06,0.17,9.00,83.17,70.81,93.30,1.10,0.17,9.00,84.62,75.12,90.43,1.01,0.17,9.00,80.29,71.29,89.95,1.05,0.14,11.00,82.69,73.68,91.39,1.06,0.14,11.00,81.73,71.77,91.39,1.07,0.14,11.00,83.17,72.25,90.91,1.08,0.14,11.00,83.41,71.70,91.98,1.10,0.14,11.00,83.41,73.11,92.45,1.13,0.13,12.00,85.92,75.23,92.99,1.10,0.13,12.00,84.51,74.30,91.59,1.10,0.12,12.00,84.98,73.83,91.59,1.17,0.13,10.00,85.22,74.51,94.12,1.17,0.13,10.00,85.22,75.00,93.63
ETHIOPIA,ETH,-1.11,0.22,5.00,14.90,8.61,24.88,-0.97,0.23,5.00,21.15,11.00,32.06,-1.00,0.21,6.00,19.71,10.53,29.19,-1.23,0.17,8.00,13.46,8.13,20.57,-1.07,0.16,9.00,19.71,10.05,25.84,-1.14,0.15,11.00,17.31,8.61,22.01,-1.22,0.15,12.00,12.50,8.13,20.10,-1.16,0.11,15.00,15.87,10.05,21.53,-1.17,0.12,15.00,14.42,9.57,20.10,-1.28,0.11,15.00,11.54,8.61,16.75,-1.28,0.11,15.00,12.32,8.02,16.51,-1.31,0.11,15.00,11.37,7.55,14.15,-1.33,0.11,16.00,11.27,7.94,14.02,-1.28,0.11,16.00,11.74,7.48,16.36,-1.29,0.11,16.00,13.15,8.41,15.42,-1.26,0.12,12.00,12.81,6.86,19.61,-1.26,0.12,12.00,14.29,9.31,20.10
FIJI,FJI,0.05,0.30,3.00,52.88,35.41,64.11,0.14,0.30,3.00,52.88,39.23,66.03,-0.58,0.30,3.00,30.77,18.66,48.80,-0.03,0.27,3.00,48.08,37.32,60.29,0.12,0.25,4.00,50.00,39.71,63.64,-0.02,0.26,4.00,48.08,34.45,61.24,0.08,0.26,4.00,53.85,36.84,64.11,-0.33,0.19,5.00,36.54,30.62,45.93,-0.50,0.18,6.00,32.21,25.36,42.11,-0.56,0.17,6.00,29.81,25.36,40.67,-0.78,0.17,7.00,27.96,16.51,31.13,-1.00,0.17,7.00,18.48,12.26,29.25,-0.98,0.16,7.00,18.78,12.15,28.50,-0.87,0.16,7.00,23.94,15.89,29.44,-0.81,0.15,7.00,25.35,17.29,30.37,-0.10,0.18,5.00,46.31,34.80,55.39,0.06,0.17,5.00,48.77,40.20,59.31
FINLAND,FIN,1.56,0.22,6.00,97.12,86.60,100.00,1.51,0.23,6.00,97.12,85.65,100.00,1.66,0.22,7.00,99.52,88.52,100.00,1.59,0.20,8.00,100.00,89.00,100.00,1.57,0.19,8.00,99.04,89.95,100.00,1.81,0.19,8.00,99.52,93.78,100.00,1.70,0.19,8.00,99.52,90.91,100.00,1.55,0.17,9.00,98.08,90.91,100.00,1.50,0.17,9.00,96.63,89.47,100.00,1.51,0.17,9.00,96.63,89.95,100.00,1.49,0.15,10.00,96.68,91.04,100.00,1.52,0.15,10.00,96.68,91.51,100.00,1.55,0.15,10.00,96.24,92.06,100.00,1.63,0.14,11.00,96.71,93.46,100.00,1.60,0.13,11.00,97.18,92.52,100.00,1.57,0.15,9.00,98.03,92.16,100.00,1.56,0.15,9.00,97.04,92.16,100.00
FRANCE,FRA,1.31,0.22,6.00,88.94,75.60,99.52,1.14,0.23,6.00,86.06,70.33,97.13,1.16,0.22,7.00,86.06,72.25,95.69,1.12,0.20,8.00,85.10,71.29,95.69,1.09,0.19,8.00,85.58,70.81,94.26,1.44,0.19,8.00,91.35,84.69,99.04,1.47,0.18,9.00,94.23,87.56,100.00,1.30,0.16,11.00,91.83,81.34,98.09,1.26,0.15,12.00,91.35,79.43,96.17,1.31,0.15,12.00,91.35,82.78,98.09,1.24,0.15,12.00,91.47,77.83,95.75,1.20,0.15,11.00,88.63,75.94,94.81,1.17,0.14,12.00,87.79,75.23,93.93,1.23,0.13,12.00,89.67,78.97,93.93,1.21,0.13,12.00,88.73,78.97,93.93,1.21,0.14,10.00,88.67,75.98,95.59,1.18,0.14,10.00,86.21,74.51,95.10
FRENCH GUIANA,GUF,0.46,0.41,1.00,62.50,43.06,85.17,0.45,0.47,1.00,61.54,40.19,88.04,0.44,0.47,1.00,61.06,40.19,87.56,0.40,0.51,1.00,60.10,37.80,89.00,0.41,0.48,1.00,61.06,36.84,88.04,0.47,0.39,1.00,63.46,43.54,84.69,0.40,0.42,1.00,61.06,38.76,83.73,0.35,0.51,1.00,57.69,32.54,89.00,0.34,0.53,1.00,57.21,31.58,89.47,0.35,0.53,1.00,58.17,32.06,89.00,1.06,0.26,2.00,82.46,67.92,96.23,1.11,0.24,2.00,84.36,68.87,96.23,1.09,0.23,2.00,83.57,69.63,95.33,1.12,0.20,2.00,85.92,71.50,94.39,1.14,0.20,2.00,86.38,71.50,94.39,1.24,0.27,1.00,91.63,71.08,99.51,1.23,0.28,1.00,91.13,72.06,99.51
GABON,GAB,-0.32,0.22,5.00,40.38,27.75,52.63,-0.41,0.23,5.00,36.54,25.84,49.76,-0.49,0.21,6.00,33.17,23.92,47.85,-0.56,0.19,7.00,30.77,22.97,41.63,-0.68,0.18,7.00,26.92,21.53,38.28,-0.81,0.18,8.00,25.00,18.66,33.01,-0.87,0.18,8.00,23.08,13.88,30.14,-0.98,0.16,9.00,21.15,11.96,28.23,-0.88,0.15,10.00,24.04,15.79,30.14,-0.86,0.15,10.00,23.56,16.75,29.19,-1.00,0.15,10.00,20.38,12.74,28.77,-0.89,0.14,10.00,24.64,14.15,29.72,-0.93,0.14,10.00,22.54,14.02,28.50,-0.88,0.14,12.00,23.47,16.36,28.04,-0.88,0.13,13.00,23.00,16.36,28.04,-0.92,0.15,9.00,22.66,15.20,28.43,-0.95,0.14,10.00,22.17,16.18,27.94
"GAMBIA, THE",GMB,-1.32,0.24,4.00,11.06,4.31,20.57,-0.98,0.26,4.00,20.19,9.09,33.97,-1.14,0.23,5.00,15.87,7.66,26.79,-0.64,0.21,6.00,29.33,20.10,41.15,-0.38,0.20,7.00,37.50,26.32,44.98,-0.60,0.21,8.00,29.81,21.53,41.15,-0.97,0.19,9.00,20.19,11.00,28.23,-0.88,0.16,10.00,25.00,17.22,30.62,-0.88,0.15,10.00,23.56,15.79,30.14,-0.85,0.16,10.00,24.04,16.75,29.19,-1.01,0.15,10.00,18.96,12.74,28.77,-1.09,0.15,10.00,16.11,11.32,26.42,-1.22,0.15,10.00,13.15,8.41,18.69,-1.28,0.15,10.00,12.21,6.54,17.29,-1.24,0.13,11.00,13.62,8.41,18.69,-1.26,0.15,8.00,13.30,6.37,21.08,-1.48,0.15,8.00,8.37,4.41,14.71
GEORGIA,GEO,-0.40,0.30,3.00,36.06,20.57,54.07,-0.46,0.30,3.00,35.58,21.53,51.67,-0.30,0.24,4.00,41.35,27.75,51.67,-0.55,0.19,5.00,31.25,22.97,41.63,-0.21,0.18,6.00,40.38,33.49,48.80,-0.15,0.19,8.00,44.71,34.45,55.50,-0.12,0.18,9.00,46.63,34.45,56.46,-0.14,0.14,12.00,43.75,35.89,51.20,-0.28,0.14,12.00,37.50,32.06,46.89,-0.29,0.14,12.00,38.94,32.06,46.89,-0.22,0.14,12.00,41.23,33.96,48.58,-0.18,0.14,12.00,42.18,34.91,50.47,-0.19,0.14,12.00,42.72,34.11,51.40,0.00,0.12,14.00,50.23,42.99,56.54,0.11,0.12,13.00,55.40,46.73,57.94,0.24,0.13,11.00,56.65,49.51,62.75,0.22,0.13,11.00,55.17,48.53,61.76
GERMANY,DEU,1.33,0.22,6.00,90.38,75.60,99.52,1.29,0.23,6.00,88.94,74.64,100.00,1.32,0.22,7.00,89.90,77.51,99.52,1.41,0.20,8.00,94.71,82.78,100.00,1.36,0.19,8.00,93.75,80.86,100.00,1.47,0.19,8.00,93.27,87.08,99.04,1.46,0.19,8.00,93.75,85.65,100.00,1.39,0.16,10.00,93.27,86.12,100.00,1.35,0.15,11.00,93.27,84.21,100.00,1.35,0.15,11.00,93.75,84.69,100.00,1.35,0.15,11.00,92.89,84.43,100.00,1.31,0.15,11.00,92.42,81.60,97.17,1.37,0.14,13.00,93.43,87.38,97.20,1.40,0.13,13.00,93.43,87.85,96.26,1.42,0.13,12.00,93.90,87.85,97.66,1.46,0.14,10.00,96.06,89.22,99.51,1.43,0.14,10.00,95.57,86.27,99.51
GHANA,GHA,-0.34,0.22,5.00,39.42,26.79,52.63,-0.36,0.23,5.00,37.50,27.27,51.67,-0.08,0.21,6.00,49.52,34.93,56.46,-0.06,0.17,9.00,46.15,41.15,54.07,0.28,0.16,10.00,55.29,46.41,63.64,0.15,0.16,11.00,55.29,46.41,61.24,0.24,0.15,13.00,57.21,50.72,63.64,0.37,0.12,15.00,58.65,54.07,64.59,0.46,0.12,15.00,60.10,55.50,67.94,0.38,0.12,16.00,58.65,54.55,66.51,0.49,0.11,17.00,62.09,56.60,67.92,0.49,0.11,17.00,62.56,57.08,67.92,0.46,0.11,18.00,61.97,56.54,67.29,0.41,0.11,18.00,61.50,56.54,65.89,0.42,0.10,18.00,61.03,57.01,65.89,0.47,0.12,14.00,63.05,57.35,68.63,0.51,0.12,14.00,65.52,58.82,70.59
GREECE,GRC,0.97,0.22,6.00,75.96,65.55,90.43,1.09,0.23,6.00,82.21,68.42,93.78,0.98,0.22,7.00,77.88,66.03,90.43,0.99,0.20,8.00,76.44,68.42,91.87,1.06,0.19,8.00,83.65,70.33,93.78,1.14,0.19,8.00,85.10,75.12,91.87,1.03,0.19,8.00,81.25,71.29,89.95,0.94,0.16,10.00,77.40,69.38,89.00,0.96,0.16,10.00,76.44,68.90,89.47,0.90,0.16,10.00,73.56,68.42,86.60,0.86,0.15,10.00,72.99,67.92,85.85,0.88,0.13,11.00,73.46,67.92,82.55,0.80,0.13,11.00,70.89,66.36,77.57,0.68,0.12,12.00,68.54,63.55,74.30,0.66,0.12,12.00,67.61,62.62,73.36,0.57,0.15,9.00,67.49,59.31,71.57,0.59,0.15,9.00,68.47,59.31,73.04
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.29,1.00,89.10,68.87,100.00,1.24,0.26,1.00,90.52,71.70,100.00,1.24,0.25,1.00,90.61,71.96,99.53,1.26,0.23,1.00,90.61,74.30,96.26,1.25,0.21,1.00,90.61,73.83,96.73,1.24,0.27,1.00,91.63,71.08,99.51,1.23,0.28,1.00,91.13,72.06,99.51
GRENADA,GRD,0.57,0.30,3.00,65.38,53.11,82.30,0.70,0.30,3.00,67.79,55.02,87.08,0.69,0.30,3.00,69.23,55.50,87.56,0.81,0.27,3.00,71.63,58.37,89.00,0.84,0.27,3.00,72.12,60.77,90.43,0.61,0.26,5.00,67.79,55.50,82.78,0.60,0.27,4.00,66.83,54.55,82.78,0.75,0.24,4.00,70.67,58.37,86.12,0.82,0.23,4.00,72.12,59.81,89.47,0.85,0.23,4.00,73.08,60.77,89.47,0.85,0.23,4.00,72.04,61.32,90.09,0.82,0.23,4.00,72.04,60.85,89.15,0.81,0.23,4.00,71.36,61.21,88.79,0.79,0.24,4.00,71.36,60.28,87.85,0.81,0.23,4.00,71.36,60.75,87.38,0.94,0.25,1.00,74.38,65.20,92.65,0.94,0.24,2.00,73.89,66.18,92.16
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.56,0.39,1.00,65.87,46.41,89.00,0.64,0.42,1.00,69.23,47.85,89.95,0.58,0.51,1.00,66.83,38.76,95.22,1.01,0.53,1.00,79.33,54.07,100.00,1.00,0.53,1.00,80.29,53.59,100.00,1.00,0.52,1.00,77.73,54.25,100.00,0.81,0.49,1.00,71.56,48.58,99.06,0.83,0.46,1.00,72.77,52.80,97.20,0.85,0.44,1.00,73.71,55.61,96.26,0.83,0.47,1.00,72.30,52.80,97.20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GUATEMALA,GTM,-0.28,0.21,6.00,41.83,30.62,53.11,-0.28,0.22,6.00,41.83,30.62,52.15,-0.38,0.21,7.00,37.50,27.27,50.24,-0.44,0.17,9.00,37.98,26.79,44.02,-0.54,0.15,10.00,32.21,25.84,39.71,-0.31,0.15,12.00,38.94,31.58,47.37,-0.34,0.15,13.00,37.02,30.14,46.89,-0.19,0.12,16.00,41.35,34.45,46.41,-0.20,0.12,16.00,42.79,35.41,47.37,-0.23,0.11,16.00,41.83,34.45,47.37,-0.28,0.12,15.00,39.81,33.02,46.23,-0.33,0.11,16.00,35.55,30.19,42.92,-0.34,0.11,17.00,36.15,30.84,43.93,-0.38,0.11,17.00,35.68,30.37,42.99,-0.40,0.11,16.00,36.15,29.44,42.06,-0.38,0.13,13.00,34.98,29.90,42.65,-0.42,0.13,13.00,33.99,28.92,40.69
GUINEA,GIN,-1.35,0.24,4.00,10.10,4.31,20.57,-1.19,0.26,4.00,12.98,3.83,26.79,-1.18,0.23,5.00,13.46,6.70,24.40,-1.33,0.18,7.00,11.06,5.74,19.62,-1.22,0.17,7.00,15.38,8.13,22.49,-1.28,0.19,8.00,12.50,5.74,20.10,-1.14,0.18,9.00,14.90,8.13,24.40,-1.24,0.14,10.00,11.54,8.61,20.10,-1.40,0.14,10.00,9.13,6.22,14.83,-1.45,0.14,11.00,9.13,4.31,14.35,-1.30,0.14,11.00,10.43,7.55,16.51,-0.95,0.14,11.00,21.33,13.68,29.25,-0.94,0.14,12.00,22.07,14.02,28.50,-1.06,0.13,14.00,16.90,13.08,24.77,-1.06,0.12,15.00,16.90,13.55,23.83,-0.89,0.13,12.00,23.65,17.65,28.43,-0.89,0.13,12.00,24.14,18.14,27.94
GUINEA-BISSAU,GNB,-1.16,0.24,4.00,13.94,6.70,24.40,-1.14,0.28,3.00,14.42,4.78,29.19,-0.76,0.23,5.00,26.44,15.31,38.28,-0.75,0.21,6.00,25.48,18.18,39.23,-1.13,0.20,6.00,17.79,9.09,25.84,-0.85,0.21,7.00,23.56,15.31,33.01,-0.37,0.21,7.00,36.54,27.27,48.80,-0.70,0.17,8.00,28.37,21.53,33.49,-0.78,0.16,8.00,25.96,18.66,32.06,-0.80,0.16,8.00,25.48,18.18,31.58,-0.81,0.16,8.00,26.07,16.51,30.66,-0.90,0.16,8.00,23.70,13.68,30.19,-0.93,0.16,8.00,23.00,14.02,28.97,-1.39,0.15,8.00,8.92,4.67,15.89,-1.38,0.14,9.00,9.86,4.21,15.42,-0.93,0.15,7.00,22.17,15.20,28.43,-0.81,0.15,7.00,25.62,20.10,29.41
GUYANA,GUY,0.26,0.24,4.00,58.65,46.89,68.42,0.40,0.26,4.00,60.58,49.76,72.25,0.51,0.25,4.00,63.94,51.67,75.60,0.62,0.24,4.00,66.83,54.55,78.47,0.57,0.24,4.00,64.42,52.15,77.03,0.14,0.24,5.00,54.81,41.63,64.59,-0.18,0.20,7.00,43.27,30.62,54.55,0.08,0.14,9.00,50.96,42.58,56.46,0.09,0.14,10.00,50.48,44.50,56.94,0.09,0.14,10.00,50.96,44.98,57.89,0.09,0.14,10.00,52.61,43.87,56.60,0.05,0.13,10.00,51.18,42.45,55.66,0.01,0.13,10.00,50.70,41.59,56.07,-0.01,0.14,11.00,49.30,41.12,56.54,0.00,0.13,11.00,48.36,42.06,56.54,0.16,0.17,8.00,53.69,44.12,61.76,0.22,0.16,7.00,55.67,47.06,63.73
HAITI,HTI,-0.84,0.24,4.00,22.12,13.88,35.41,-0.77,0.26,4.00,26.44,12.92,39.71,-0.87,0.25,4.00,22.12,11.48,33.97,-1.33,0.18,7.00,11.54,5.74,19.62,-1.29,0.17,8.00,11.54,7.18,21.53,-1.37,0.18,8.00,9.13,5.26,18.66,-1.25,0.19,8.00,11.54,6.22,22.97,-0.76,0.13,11.00,25.48,21.53,31.58,-0.66,0.13,11.00,29.33,24.40,34.45,-0.63,0.12,11.00,28.85,25.36,34.45,-0.68,0.12,12.00,29.86,24.53,32.55,-0.73,0.12,12.00,28.44,22.17,30.19,-0.78,0.12,13.00,26.76,19.63,29.91,-0.79,0.12,13.00,25.82,18.69,29.44,-0.79,0.12,13.00,25.82,20.56,29.44,-0.85,0.14,10.00,24.63,19.12,29.90,-0.84,0.14,10.00,25.12,20.10,28.92
