Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,36.9594952966501,35.9478634774112,36.6324162989867,37.0572129459698,37.5150116716048,38.2359122114867,39.8289284674443,38.3283193656859,38.3038823159572,39.1859213623347,38.6974944040362,38.6350052602085,38.8628032158822,38.8558974285884,38.9854922053585
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,39.6811549461471,38.6519194825482,38.7260939645058,38.9525445867281,39.872999966003,40.7981393050081,40.7359385651919,37.5871341957143,36.3303184246258,35.5311182806516,34.5089523128254,33.9703907477388,34.5367749644224,35.3862992939386,36.2321987209486
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Fragile and conflict affected situations,FCS,48.7687854239368,47.7581309010536,47.711027547375,48.2181402333453,47.9193507214566,47.8509411927381,47.7955965608314,48.1306997988927,47.9588877620361,47.9109663132858,47.8012217416943,47.6468847578774,47.2208732819436,46.9361594599319,46.9248471730066
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Heavily indebted poor countries (HIPC),HPC,57.9763948980485,57.5298313498953,57.4955678932613,57.3910939833952,57.0599674191038,56.8496974656791,56.8571759715278,56.8878676316286,56.895883306469,56.9220341011028,57.5989536827391,57.87992178532,57.5205024458915,57.4426286175806,57.3754851830233
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,High income,HIC,44.1394600697802,43.0101855844346,43.0436731101326,43.1535024919975,44.0984364786625,44.142179206297,43.3366950311632,39.8061188599833,38.8199721719421,38.8748383495203,38.707174446102,38.678937916523,39.3371168508293,40.1354340282656,40.5822212654158
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,IBRD only,IBD,53.0008393267423,52.4551964402292,52.4036282999841,52.1428473664884,51.30285962555,51.0080530436533,50.2168145900392,49.2427087215312,48.39986891624,47.7329647682764,47.0617042974066,46.4056026891588,45.9400154251762,45.849072992461,45.692844194554
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,IDA & IBRD total,IBT,53.6011348718472,53.1562935447471,53.1046060221438,52.8762901967849,52.2422415026653,51.9479309017317,51.2567062418134,50.4454458349836,49.7989968442903,49.2327561417991,48.8033925822486,48.3551289228333,48.0092005467507,47.9773480568591,47.9168273495883
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,IDA blend,IDB,48.8995988274134,48.7993955211081,49.3476376060132,49.6092681486445,50.8445836711153,50.3724790329019,49.8402363329255,49.5171824510533,49.1465759109717,48.6312942166793,48.3311246569232,47.949724094194,48.173639186878,48.2077980588408,48.0751278180516
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,IDA only,IDX,59.0483804700553,58.9271625664556,58.5536466597146,58.2087586859238,57.5776805752758,57.3245047104028,56.9575273175235,56.5527367852815,56.5116796310744,56.174708418302,56.4777006720892,56.5611771016605,56.091859136014,55.9545758062735,55.9448009915535
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,IDA total,IDA,55.5931953677099,55.4706112935104,55.4049298227914,55.2633231503317,55.2697782043347,54.9412131658327,54.5190557741611,54.1460619753356,53.9980454857324,53.6124212896973,53.7273132814159,53.6727219214666,53.4529078443149,53.3880605356154,53.3522214375862
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Late-demographic dividend,LTE,54.4317358189634,53.2264719511606,52.4580524384214,52.1014185561991,51.3803913946267,51.3771734653771,51.0227951725997,50.3914420463531,49.9271601808673,49.8300612923182,49.4403871818081,48.8378304024276,48.1991467501685,47.9127143851736,47.450245417823
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Latin America & Caribbean,LCN,55.0183577230701,53.3688464998893,54.4032504455838,55.0045386334253,54.8687597347044,54.8310794216962,55.2006650845599,53.837303505629,53.9946177843971,53.2473442129831,53.7842283991198,52.2584855385696,52.1328668537987,51.7359709541968,50.7108563999714
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Latin America & Caribbean (excluding high income),LAC,55.8168026239887,54.127890630322,55.1877114577473,55.7807980627174,55.6098395269954,55.5483276390319,55.9213431019908,54.6202491064723,54.6444853913674,53.8377988433083,54.4243784422167,52.8572001812932,52.7446967373872,52.3141828131228,51.2554290517761
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,55.3773990948667,53.6964517263408,54.7597395213747,55.3777015129822,55.2492591303193,55.1918146929628,55.5494523195611,54.1580164293899,54.3355246323075,53.5766353273121,54.1207212872043,52.5557006506005,52.4188037359014,52.0069203652522,50.9576265718815
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Least developed countries: UN classification,LDC,59.7765361588268,59.6337087013935,59.3358533664776,59.0823343632888,58.4236441985194,58.1778805249188,57.747334154533,57.2779556524714,57.1747785835068,56.8593274024782,57.098359368679,57.0823442099079,56.5928064118732,56.4411592757726,56.408006072789
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Low & middle income,LMY,53.9057790195706,53.4560274796527,53.3882959530042,53.1442629194819,52.4696485283907,52.1487905302538,51.435553587745,50.6306352455312,49.9631125899601,49.3946810166013,48.9660104167201,48.5169971546625,48.1592792183387,48.1192854679071,48.0499810675403
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Low income,LIC,62.5924259294589,62.1925580721729,62.3205244154597,62.0569563709032,61.5896401953885,61.3074321102978,61.2359513195389,61.0948606975531,60.726942873304,60.6744088884804,61.1567691537435,61.3307664028849,60.9608013653601,60.8781059456068,60.7811250204254
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Lower middle income,LMC,53.5480934110078,54.0467751794112,54.0672569507536,53.7593801292981,52.8369703702906,52.2523597005386,51.0559558951357,50.0500340625098,49.0937717019633,48.0244730509841,47.3007542226543,46.7467820878922,46.4129145399042,46.4358471420966,46.533294885446
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Middle East & North Africa,MEA,37.6493338081929,37.9097509265545,39.4373235690746,40.1733061900142,38.9106999992346,38.7348183199479,38.5149431167053,38.3414484204963,38.2717538655284,36.7406239554563,35.6652216557328,36.0636227789526,35.3181216440113,35.0747396608488,35.0670314135226
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Middle East & North Africa (excluding high income),MNA,38.1301346409951,38.4244963582141,40.1469076495799,40.9417392667043,39.5656220936045,39.2651308304397,38.9666439498143,38.8608762894179,38.6397786490495,36.8295292985309,35.6421329367366,36.148121315147,35.3798145378927,35.1095885984234,35.1729914360853
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,38.2614481465855,38.5266767890097,40.2821595812358,41.0652765492256,39.6773867063024,39.3663026666834,39.0849252837572,38.9961562448,38.7836599274772,36.8977849380826,35.6899562711662,36.2205752622336,35.4661588107326,35.1865258632525,35.2458987062767
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Middle income,MIC,53.0648154690963,52.6034820791326,52.5110636541129,52.2584711014839,51.5508089358423,51.2126043048998,50.4155671687229,49.5147686130939,48.7793157822352,48.1110689199584,47.5240655753504,46.9375882105274,46.5175244312572,46.4189739888817,46.281047178935
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,North America,NAC,53.5277588079757,51.8010290534127,51.8462054852084,51.4872099431724,52.8877536532483,51.5279414128029,49.5516217201651,44.21763966344,42.3523211596137,43.1377915602045,43.7683841607248,44.2726763032775,45.6449648330296,46.8030055442569,47.2014089014447
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,OECD members,OED,46.8353777724013,45.4809594616695,45.7031371543678,45.6616319733607,46.7588478997615,46.7060277483944,45.9844843627887,42.3919134785155,41.8463985831389,41.8979904963614,41.8276237321162,41.6798425050721,42.3845662043878,43.1670724148144,43.6342083069443
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Other small states,OSS,41.4214833884541,40.788710922704,40.3973736783507,40.1115496672852,41.1410130256713,41.0276309744375,41.2188406454895,40.4215036940429,39.8541528942888,40.0488155205488,39.8675803590036,39.6413014772668,39.5405593274826,39.6610913921627,39.9268391542359
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Pacific island small states,PSS,43.1146794840211,42.6780089071957,44.142751864288,43.2337270765805,42.2686278480277,40.3416169291655,40.1251712829056,39.8214721518216,38.9669072361606,38.6203536555984,38.5254503674736,38.4134639460641,38.2160074927383,38.4461178247947,38.5375720914333
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Post-demographic dividend,PST,45.2086192774997,44.0347500805693,44.3104283965573,44.428582951953,45.2028717303029,45.1728198650526,44.32599228734,40.717916976062,39.4730656434362,39.4702820045602,39.3273707661534,39.25829294771,39.8833212650075,40.7011114679709,41.2104079098569
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Pre-demographic dividend,PRE,48.7089200575712,47.7090116363264,47.7004947013967,48.1274549251761,47.979245388892,47.9254416673419,47.9010458773695,47.9516381811902,47.8783810501172,47.7605557665038,48.2915487819019,48.5949257131943,48.6442114708322,48.6576220048724,48.5587778370345
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Small states,SST,42.0418630129161,41.7826135571492,41.4238368164927,41.3029169844802,42.0206779957867,41.8527606354931,41.6710839041445,40.5672509842539,39.6562571338312,39.983390177613,39.5577972455651,39.5110167613755,39.569993509246,39.7238135095572,39.9447934079481
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,South Asia,SAS,59.4351223799099,59.7167234374635,59.8777667788286,59.5780189129508,58.3726709075854,57.2020412094493,55.0473468360484,53.4118232520943,51.8322100694448,50.4118797627953,49.0397916368054,48.4232222548448,47.9657705158282,47.9632644516003,47.9593623369647
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,South Asia (IDA & IBRD),TSA,59.4351223799099,59.7167234374635,59.8777667788286,59.5780189129508,58.3726709075854,57.2020412094493,55.0473468360484,53.4118232520943,51.8322100694448,50.4118797627953,49.0397916368054,48.4232222548448,47.9657705158282,47.9632644516003,47.9593623369647
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Sub-Saharan Africa,SSF,49.8382131766883,49.6829097029348,49.7340406633589,49.7540974347016,49.5690818251063,49.5014546284376,49.6427854663485,49.5504847493472,49.4075214717462,49.5211170078249,49.9952762752385,50.2829970556885,50.2697403907,50.3682489982748,50.2984384908161
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Sub-Saharan Africa (excluding high income),SSA,49.8382131766882,49.6829097029348,49.7340406633589,49.7540974347016,49.5690818251063,49.5014546284376,49.6427854663485,49.5504847493472,49.4075214717462,49.5211170078249,49.9952762752385,50.2829970556886,50.2697403907,50.3682489982748,50.2984384908161
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,49.8382131766883,49.6829097029348,49.7340406633589,49.7540974347016,49.5690818251063,49.5014546284376,49.6427854663485,49.5504847493472,49.4075214717462,49.521117007825,49.9952762752385,50.2829970556886,50.2697403907,50.3682489982748,50.2984384908161
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Upper middle income,UMC,52.4912306699311,50.9060276156272,50.6955562921955,50.5137550689427,50.055927705998,50.0011809944901,49.6646826295022,48.8794309471263,48.3986312323387,48.2188346564565,47.8121660772336,47.1942642367003,46.6643454915469,46.3943496534926,45.8935579876614
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,World,WLD,52.634042855909,52.1193777729745,52.0863597909192,51.9030862254124,51.4367480135611,51.169467155549,50.4524939598942,49.3275883801,48.6284641658863,48.1359407136605,47.7365004060175,47.3361950203873,47.1023105830567,47.1670087951389,47.1581502185779
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Afghanistan,AFG,70.5380020141602,59.3969993591309,59.4819984436035,59.5289993286133,59.4230003356934,59.2840003967285,59.1139984130859,58.9249992370605,58.7379989624023,58.7389984130859,58.8349990844727,58.5639991760254,58.3279991149902,58.1570014953613,58.0719985961914
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Albania,ALB,41.8880004882813,40.1310005187988,37.8199996948242,35.7159996032715,34.601001739502,32.5499992370605,30.3209991455078,28.9570007324219,30.9440002441406,31.2240009307861,28.9950008392334,28.7950000762939,24.8770008087158,26.3560009002686,26.7910003662109
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Algeria,DZA,33.806999206543,34.1119995117188,36.6940002441406,37.9790000915527,39.5130004882813,36.9770011901855,38.1339988708496,38.8129997253418,37.8639984130859,36.6389999389648,33.0730018615723,35.6049995422363,35.4790000915527,35.3899993896484,35.2910003662109
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Angola,AGO,49.6959991455078,49.8050003051758,49.8209991455078,49.8959999084473,50.007999420166,50.1259994506836,50.3040008544922,50.3930015563965,50.3300018310547,50.2550010681152,50.1669998168945,50.076000213623,50.0180015563965,50.1069984436035,50.1650009155273
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Argentina,ARG,36.048999786377,33.4329986572266,41.5830001831055,43.1020011901855,45.0219993591309,43.7820014953613,41.8600006103516,41.6139984130859,42.6129989624023,41.3009986877441,43.9140014648438,41.6920013427734,41.9739990234375,42.6870002746582,42.9879989624023
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Armenia,ARM,27.136999130249,27.3010005950928,27.3850002288818,27.3330001831055,27.2029991149902,26.9750003814697,27.0279998779297,24.3330001831055,28.4820003509521,27.9290008544922,28.5890007019043,28.4160003662109,28.8190002441406,29.1140003204346,29.0809993743896
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Australia,AUS,61.6300010681152,62.234001159668,62.7309989929199,64.1760025024414,64.4749984741211,65.0070037841797,65.4749984741211,61.7529983520508,61.4630012512207,60.7840003967285,59.7770004272461,58.5629997253418,57.4230003356934,57.4729995727539,58.0629997253418
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Austria,AUT,55.3320007324219,55.3310012817383,54.0929985046387,56.2039985656738,57.6870002746582,59.0270004272461,59.1829986572266,56.8819999694824,57.4640007019043,59.0139999389648,58.1710014343262,57.0330009460449,54.2639999389648,54.2680015563965,53.9669990539551
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Azerbaijan,AZE,33.0289993286133,31.9260005950928,31.2099990844727,30.1049995422363,29.1089992523193,26.9099998474121,29.5030002593994,28.6979999542236,20.923999786377,29.136999130249,29.8910007476807,30.4160003662109,30.1690006256104,30.6299991607666,30.6299991607666
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,"Bahamas, The",BHS,47.7809982299805,46.3959999084473,46.8250007629395,48.4529991149902,50.9809989929199,49.5029983520508,51.0169982910156,46.1829986572266,45.7400016784668,44.9749984741211,42.7449989318848,44.8810005187988,45.1510009765625,45.5069999694824,46.1290016174316
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bahrain,BHR,52.4739990234375,51.75,51.2210006713867,52.5439987182617,52.851001739502,52.9850006103516,53.0270004272461,53.1609992980957,53.3959999084473,52.2130012512207,51.5830001831055,51.2929992675781,51.3170013427734,51.548999786377,51.5849990844727
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bangladesh,BGD,64.25,64.620002746582,63.4700012207031,62.6290016174316,60.7270011901855,60.5,59.1049995422363,56.8660011291504,56.564998626709,55.6430015563965,54.7509994506836,53.7120018005371,52.3549995422363,52.1129989624023,51.9879989624023
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Barbados,BRB,49.2169990539551,44.7859992980957,48.5110015869141,49.0309982299805,46.8849983215332,47.1539993286133,47.1119995117188,40.7239990234375,38.7840003967285,42.3460006713867,36.3050003051758,36.476001739502,35.8120002746582,34.6370010375977,35.0589981079102
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Belarus,BLR,47.8549995422363,48.0349998474121,48.2599983215332,48.6510009765625,49.1069984436035,49.757999420166,50.4809989929199,51.0009994506836,50.0900001525879,49.2879981994629,49.3699989318848,49.7080001831055,49.7360000610352,49.9059982299805,49.4099998474121
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Belgium,BEL,32.2400016784668,30.2919998168945,31.4200000762939,29.7810001373291,30.7040004730225,30.3969993591309,30.0779991149902,27.5669994354248,27.2549991607666,27.496000289917,27.5370006561279,25.1870002746582,24.5240001678467,24.7999992370605,25.2259998321533
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Belize,BLZ,55.1220016479492,55.3300018310547,55.4889984130859,55.4620018005371,57.2290000915527,58.1640014648438,58.6559982299805,55.2859992980957,55.3759994506836,55.5180015563965,55.0260009765625,58.939998626709,58.9609985351563,59.6510009765625,58.5359992980957
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Benin,BEN,57.4150009155273,54.6419982910156,52.6640014648438,50.234001159668,47.8300018310547,45.4550018310547,43.1110000610352,40.8120002746582,38.7290000915527,38.4910011291504,38.2480010986328,37.9939994812012,37.6800003051758,37.6660003662109,37.6559982299805
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bhutan,BTN,51.0279998779297,50.9700012207031,49.7849998474121,49.2389984130859,46.9059982299805,44.6380004882813,42.8650016784668,40.7840003967285,38.8499984741211,35.0999984741211,28.5340003967285,29.3369998931885,28.5930004119873,28.5580005645752,28.5
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bolivia,BOL,56.5340003967285,56.1990013122559,56.992000579834,55.3450012207031,54.6619987487793,53.9609985351563,55.5169982910156,54.7949981689453,53.4599990844727,57.7220001220703,57.7719993591309,56.6290016174316,55.8619995117188,55.9449996948242,55.7669982910156
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bosnia and Herzegovina,BIH,20.1800003051758,20.8509998321533,18.246000289917,22.3759994506836,15.6190004348755,17.8850002288818,21.7950000762939,21.2679996490479,17.4120006561279,16.6760005950928,13.4429998397827,14.5430002212524,13.4630002975464,9.82800006866455,11.4230003356934
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Botswana,BWA,43.0989990234375,40.4879989624023,41.9379997253418,43.3779983520508,45.492000579834,42.1809997558594,49.5270004272461,46.6220016479492,43.7680015563965,43.5660018920898,43.3209991455078,42.8919982910156,43.2680015563965,42.6580009460449,42.1980018615723
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Brazil,BRA,58.4630012512207,56.9309997558594,58.439998626709,60.4140014648438,58.8730010986328,59.0629997253418,60.4280014038086,59.7220001220703,59.4650001525879,58.6459999084473,58.6539993286133,57.0950012207031,57.1030006408691,55.076000213623,51.7019996643066
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Brunei Darussalam,BRN,49.0960006713867,49.0429992675781,49.1699981689453,49.2610015869141,48.6139984130859,48.1949996948242,48.0870018005371,48.2360000610352,48.4179992675781,47.6160011291504,46.6879997253418,45.685001373291,44.7350006103516,44.4309997558594,44.4210014343262
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Bulgaria,BGR,21.8439998626709,23.9099998474121,26.4740009307861,26.0279998779297,28.2910003662109,30.3939990997314,33.5559997558594,31.1770000457764,27.8980007171631,25.0599994659424,24.5690002441406,23.306999206543,23.2180004119873,23.8509998321533,24.4099998474121
