id,year,ïseriesname,seriescode,countryname,countrycode,yr
1,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Arab World,ARB,35.1253427648803
2,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,43.9958467324742
2,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,45.2473531458333
2,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,44.5429722388971
2,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,45.3814727513844
2,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,45.5064911925775
2,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,45.7441520552159
2,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,44.0622165108312
2,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,41.4202458077908
2,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,39.0067923116716
2,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,40.1056768562137
2,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,38.4808648678043
2,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,39.2565074164931
2,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,40.1233341641755
2,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,40.4124522111106
2,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Caribbean small states,CSS,40.4782621203869
3,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,28.2539687476259
3,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,27.7814639043309
3,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,26.9894350341353
3,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,26.4711280340787
3,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,28.2931954507865
3,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,30.1043619874676
3,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,31.1401033352305
3,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,29.1425880126223
3,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,27.9435524839859
3,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,27.0945442593431
3,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,26.883819793786
3,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,26.9475939037218
3,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,28.5362837273932
3,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,29.4422063840758
3,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Central Europe and the Baltics,CEB,30.4260111023973
4,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,54.2470304578134
4,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,54.4593709128815
4,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,54.831364309779
4,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,54.5377419841193
4,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,53.8494853644539
4,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,53.2786204218146
4,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,52.170304338647
4,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,51.0170003558404
4,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,50.1300342257906
4,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,49.1637790077015
4,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,48.4756406116408
4,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,47.9544033788548
4,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,47.68999917555
4,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,47.7856962673484
4,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Early-demographic dividend,EAR,47.9148291788581
5,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,55.1831341824272
5,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,54.3742033172875
5,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,53.3069823712313
5,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,52.5003656800583
5,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,51.9666618893325
5,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,52.0287636147637
5,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,51.3380161377916
5,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,50.934993632858
5,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,50.3735230648942
5,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,50.209820218569
5,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,50.021133886642
5,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,49.3864133480346
5,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,48.8150941571673
5,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,48.7849898391828
5,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific,EAS,48.9026647973322
6,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,56.5369442255266
6,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,55.6690552518813
6,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,54.4800438077595
6,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,53.5695458756738
6,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,52.9421149766837
6,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,52.9574910161305
6,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,52.2552707465028
6,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,51.9560027820252
6,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,51.3923718793101
6,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,51.2260611145953
6,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,51.0240457565729
6,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,50.3594639873229
6,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,49.7648226743277
6,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,49.7244804764563
6,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,49.8650111059871
7,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,56.387453907657
7,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,55.5139855766041
7,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,54.3208679157205
7,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,53.4068196896513
7,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.7806433987616
7,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.8068716553405
7,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.1028981568911
7,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,51.7996812309114
7,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,51.2401577491877
7,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,51.0801499269287
7,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,50.8766858607187
7,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,50.2051618945465
7,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,49.6029850287899
7,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,49.557250015638
7,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,49.6925022513578
8,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,39.9606143133556
8,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,38.7650163393609
8,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,38.9469438323168
8,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,39.6628743594833
8,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,40.5215694933176
8,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,41.3477026557131
8,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,40.9412937913229
8,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,37.3288114960401
8,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,35.985173240733
8,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,35.209822328197
8,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,33.5981235000109
8,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,32.6897870249814
8,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,32.4039653254895
8,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,32.9584933161366
8,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Euro area,EMU,33.7316000074964
9,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,39.5898773295438
9,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.4807825042218
9,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.8739269859053
9,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,39.2433749499168
9,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,39.7794201753606
9,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,40.4758482126255
9,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,41.2223685699717
9,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.8251507796768
9,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.2791586816211
9,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.4835009143728
9,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,37.7066885163188
9,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,37.4167581085668
9,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,37.7298521706883
9,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.0723198663616
9,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia,ECS,38.4737190750191
10,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.3458221968688
10,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,37.2162980946117
10,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,37.9286200325446
10,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.314898853184
10,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.415172512345
10,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.9599254338693
10,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,40.5036671078431
10,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.9125855176804
10,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,38.9254325486475
10,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.953250927617
10,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.447362202136
10,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.4208863251812
10,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.5502889336913
10,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.4621840488597
10,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,39.4701176950609
11,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,36.9594952966501
11,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,35.9478634774112
11,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,36.6324162989867
11,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,37.0572129459698
11,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,37.5150116716048
11,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.2359122114867
11,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,39.8289284674443
11,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.3283193656859
11,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.3038823159572
11,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,39.1859213623347
11,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.6974944040362
11,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.6350052602085
11,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.8628032158822
11,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.8558974285884
11,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,38.9854922053585
12,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,39.6811549461471
12,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,38.6519194825482
12,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,38.7260939645058
12,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,38.9525445867281
12,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,European Union,EUU,39.872999966003
